#     Vn (<jump)        Vi (<jump)        Vn (>jump)        Vi (>jump)  
    2.797772E+06      6.415568E+05      1.006343E+06      6.415568E+05
    2.797091E+06      6.415128E+05      1.006507E+06      6.415128E+05
    2.796409E+06      6.414687E+05      1.006671E+06      6.414687E+05
    2.795725E+06      6.414246E+05      1.006835E+06      6.414246E+05
    2.795041E+06      6.413805E+05      1.007000E+06      6.413805E+05
    2.794355E+06      6.413363E+05      1.007166E+06      6.413363E+05
    2.793668E+06      6.412920E+05      1.007333E+06      6.412920E+05
    2.792979E+06      6.412477E+05      1.007499E+06      6.412477E+05
    2.791624E+06      6.411606E+05      1.007829E+06      6.411606E+05
    2.790265E+06      6.410734E+05      1.008160E+06      6.410734E+05
    2.788900E+06      6.409859E+05      1.008494E+06      6.409859E+05
    2.787531E+06      6.408983E+05      1.008830E+06      6.408983E+05
    2.786157E+06      6.408105E+05      1.009169E+06      6.408105E+05
    2.784778E+06      6.407225E+05      1.009509E+06      6.407225E+05
    2.782251E+06      6.405617E+05      1.010136E+06      6.405617E+05
    2.779709E+06      6.404002E+05      1.010770E+06      6.404002E+05
    2.777150E+06      6.402381E+05      1.011413E+06      6.402381E+05
    2.774574E+06      6.400754E+05      1.012063E+06      6.400754E+05
    2.771981E+06      6.399121E+05      1.012721E+06      6.399121E+05
    2.769372E+06      6.397481E+05      1.013387E+06      6.397481E+05
    2.766745E+06      6.395835E+05      1.014061E+06      6.395835E+05
    2.764101E+06      6.394183E+05      1.014743E+06      6.394183E+05
    2.761440E+06      6.392524E+05      1.015434E+06      6.392524E+05
    2.758760E+06      6.390858E+05      1.016133E+06      6.390858E+05
    2.756064E+06      6.389187E+05      1.016841E+06      6.389187E+05
    2.753349E+06      6.387508E+05      1.017557E+06      6.387508E+05
    2.750616E+06      6.385824E+05      1.018281E+06      6.385824E+05
    2.747865E+06      6.384132E+05      1.019015E+06      6.384132E+05
    2.745096E+06      6.382434E+05      1.019757E+06      6.382434E+05
    2.742308E+06      6.380729E+05      1.020508E+06      6.380729E+05
    2.739502E+06      6.379018E+05      1.021268E+06      6.379018E+05
    2.736677E+06      6.377300E+05      1.022037E+06      6.377300E+05
    2.733833E+06      6.375575E+05      1.022815E+06      6.375575E+05
    2.730970E+06      6.373843E+05      1.023603E+06      6.373843E+05
    2.728088E+06      6.372104E+05      1.024399E+06      6.372104E+05
    2.726108E+06      6.370913E+05      1.024949E+06      6.370913E+05
    2.724119E+06      6.369718E+05      1.025503E+06      6.369718E+05
    2.722121E+06      6.368520E+05      1.026062E+06      6.368520E+05
    2.720113E+06      6.367319E+05      1.026625E+06      6.367319E+05
    2.718097E+06      6.366115E+05      1.027192E+06      6.366115E+05
    2.716071E+06      6.364907E+05      1.027765E+06      6.364907E+05
    2.714036E+06      6.363696E+05      1.028341E+06      6.363696E+05
    2.711991E+06      6.362482E+05      1.028923E+06      6.362482E+05
    2.709937E+06      6.361264E+05      1.029509E+06      6.361264E+05
    2.708509E+06      6.360419E+05      1.029917E+06      6.360419E+05
    2.707076E+06      6.359572E+05      1.030328E+06      6.359572E+05
    2.705638E+06      6.358724E+05      1.030741E+06      6.358724E+05
    2.704196E+06      6.357874E+05      1.031157E+06      6.357874E+05
    2.702749E+06      6.357022E+05      1.031574E+06      6.357022E+05
    2.701298E+06      6.356169E+05      1.031994E+06      6.356169E+05
    2.699842E+06      6.355314E+05      1.032417E+06      6.355314E+05
    2.698381E+06      6.354458E+05      1.032841E+06      6.354458E+05
    2.697426E+06      6.353898E+05      1.033119E+06      6.353898E+05
    2.696776E+06      6.353518E+05      1.033309E+06      6.353518E+05
    2.696124E+06      6.353137E+05      1.033499E+06      6.353137E+05
    2.695472E+06      6.352756E+05      1.033690E+06      6.352756E+05
    2.694819E+06      6.352374E+05      1.033881E+06      6.352374E+05
    2.694165E+06      6.351992E+05      1.034072E+06      6.351992E+05
    2.693510E+06      6.351610E+05      1.034264E+06      6.351610E+05
    2.692854E+06      6.351228E+05      1.034457E+06      6.351228E+05
    2.692197E+06      6.350845E+05      1.034650E+06      6.350845E+05
    2.691539E+06      6.350462E+05      1.034843E+06      6.350462E+05
    2.690881E+06      6.350078E+05      1.035037E+06      6.350078E+05
    2.690221E+06      6.349694E+05      1.035231E+06      6.349694E+05
    2.689560E+06      6.349310E+05      1.035426E+06      6.349310E+05
    2.688899E+06      6.348926E+05      1.035621E+06      6.348926E+05
    2.688236E+06      6.348541E+05      1.035817E+06      6.348541E+05
    2.687573E+06      6.348156E+05      1.036013E+06      6.348156E+05
    2.687126E+06      6.347897E+05      1.036145E+06      6.347897E+05
    2.686678E+06      6.347637E+05      1.036278E+06      6.347637E+05
    2.686230E+06      6.347377E+05      1.036410E+06      6.347377E+05
    2.685781E+06      6.347117E+05      1.036543E+06      6.347117E+05
    2.685332E+06      6.346857E+05      1.036677E+06      6.346857E+05
    2.684305E+06      6.346263E+05      1.036982E+06      6.346263E+05
    2.683276E+06      6.345668E+05      1.037288E+06      6.345668E+05
    2.682244E+06      6.345072E+05      1.037595E+06      6.345072E+05
    2.680549E+06      6.344093E+05      1.038101E+06      6.344093E+05
    2.678848E+06      6.343113E+05      1.038610E+06      6.343113E+05
    2.677140E+06      6.342131E+05      1.039123E+06      6.342131E+05
    2.673677E+06      6.340143E+05      1.040165E+06      6.340143E+05
    2.670189E+06      6.338147E+05      1.041220E+06      6.338147E+05
    2.666676E+06      6.336143E+05      1.042288E+06      6.336143E+05
    2.663137E+06      6.334130E+05      1.043370E+06      6.334130E+05
    2.659572E+06      6.332109E+05      1.044464E+06      6.332109E+05
    2.655981E+06      6.330079E+05      1.045572E+06      6.330079E+05
    2.652363E+06      6.328041E+05      1.046693E+06      6.328041E+05
    2.648719E+06      6.325994E+05      1.047827E+06      6.325994E+05
    2.645049E+06      6.323939E+05      1.048976E+06      6.323939E+05
    2.641351E+06      6.321875E+05      1.050138E+06      6.321875E+05
    2.637626E+06      6.319802E+05      1.051314E+06      6.319802E+05
    2.633874E+06      6.317720E+05      1.052505E+06      6.317720E+05
    2.630095E+06      6.315630E+05      1.053710E+06      6.315630E+05
    2.626287E+06      6.313532E+05      1.054929E+06      6.313532E+05
    2.622452E+06      6.311424E+05      1.056163E+06      6.311424E+05
    2.618588E+06      6.309308E+05      1.057412E+06      6.309308E+05
    2.614696E+06      6.307183E+05      1.058676E+06      6.307183E+05
    2.612060E+06      6.305748E+05      1.059535E+06      6.305748E+05
    2.609411E+06      6.304309E+05      1.060401E+06      6.304309E+05
    2.606749E+06      6.302866E+05      1.061274E+06      6.302866E+05
    2.604074E+06      6.301419E+05      1.062154E+06      6.301419E+05
    2.601386E+06      6.299967E+05      1.063042E+06      6.299967E+05
    2.598684E+06      6.298512E+05      1.063936E+06      6.298512E+05
    2.595969E+06      6.297053E+05      1.064837E+06      6.297053E+05
    2.593240E+06      6.295590E+05      1.065746E+06      6.295590E+05
    2.590498E+06      6.294123E+05      1.066662E+06      6.294123E+05
    2.587742E+06      6.292652E+05      1.067586E+06      6.292652E+05
    2.584972E+06      6.291177E+05      1.068517E+06      6.291177E+05
    2.582189E+06      6.289698E+05      1.069455E+06      6.289698E+05
    2.579391E+06      6.288215E+05      1.070401E+06      6.288215E+05
    2.576580E+06      6.286727E+05      1.071355E+06      6.286727E+05
    2.573754E+06      6.285236E+05      1.072316E+06      6.285236E+05
    2.570915E+06      6.283741E+05      1.073285E+06      6.283741E+05
    2.568061E+06      6.282242E+05      1.074262E+06      6.282242E+05
    2.565193E+06      6.280738E+05      1.075247E+06      6.280738E+05
    2.562310E+06      6.279231E+05      1.076240E+06      6.279231E+05
    2.559413E+06      6.277719E+05      1.077241E+06      6.277719E+05
    2.556502E+06      6.276204E+05      1.078250E+06      6.276204E+05
    2.553575E+06      6.274684E+05      1.079267E+06      6.274684E+05
    2.550635E+06      6.273161E+05      1.080292E+06      6.273161E+05
    2.547679E+06      6.271633E+05      1.081326E+06      6.271633E+05
    2.544708E+06      6.270102E+05      1.082368E+06      6.270102E+05
    2.541723E+06      6.268566E+05      1.083419E+06      6.268566E+05
    2.538722E+06      6.267026E+05      1.084478E+06      6.267026E+05
    2.535706E+06      6.265482E+05      1.085545E+06      6.265482E+05
    2.532675E+06      6.263934E+05      1.086622E+06      6.263934E+05
    2.529628E+06      6.262382E+05      1.087707E+06      6.262382E+05
    2.526566E+06      6.260827E+05      1.088801E+06      6.260827E+05
    2.523489E+06      6.259267E+05      1.089905E+06      6.259267E+05
    2.520395E+06      6.257703E+05      1.091017E+06      6.257703E+05
    2.517286E+06      6.256134E+05      1.092138E+06      6.256134E+05
    2.514162E+06      6.254562E+05      1.093269E+06      6.254562E+05
    2.511021E+06      6.252986E+05      1.094409E+06      6.252986E+05
    2.507864E+06      6.251406E+05      1.095558E+06      6.251406E+05
